City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
226,marzuq,YE,2021-11-29 22:01:54,14.4,46.4667,61.97,40,0,4.25,clear sky,0.0,0
227,dolores,AR,2021-11-29 22:01:55,-36.3132,-57.6792,71.71,45,49,18.28,scattered clouds,0.0,0
228,poum,NC,2021-11-29 22:01:55,-20.2333,164.0167,81.36,78,15,14.16,few clouds,0.0,0
229,sehithwa,BW,2021-11-29 22:01:56,-20.4667,22.7167,80.31,40,73,2.82,broken clouds,0.0,0
230,quatre cocos,MU,2021-11-29 22:01:56,-20.2078,57.7625,74.08,70,0,5.99,clear sky,0.0,0
231,afyonkarahisar,TR,2021-11-29 22:01:57,38.75,30.6667,57.65,62,100,23.26,light rain,0.0,0
232,saskylakh,RU,2021-11-29 22:01:57,71.9167,114.0833,-24.59,100,94,4.38,overcast clouds,0.0,0
233,ponta do sol,PT,2021-11-29 22:01:58,32.6667,-17.1,63.72,69,25,4.56,scattered clouds,0.0,0
234,havre-saint-pierre,CA,2021-11-29 22:01:58,50.2334,-63.5986,32.34,68,100,6.67,overcast clouds,0.0,0
235,maumere,ID,2021-11-29 22:01:59,-8.6199,122.2111,79.97,80,100,2.71,overcast clouds,0.0,0
236,shieli,KZ,2021-11-29 22:00:28,44.1667,66.75,38.43,34,78,3.0,broken clouds,0.0,0
237,yuli,NG,2021-11-29 22:02:00,9.6989,10.2744,77.86,20,17,5.5,few clouds,0.0,0
238,airai,TL,2021-11-29 22:00:20,-8.9266,125.4092,61.95,79,100,1.5,overcast clouds,0.0,0
239,lazaro cardenas,MX,2021-11-29 22:02:01,17.9583,-102.2,82.8,59,10,7.54,clear sky,0.0,0
240,severo-kurilsk,RU,2021-11-29 22:02:02,50.6789,156.125,32.38,78,93,32.26,overcast clouds,0.0,0
241,sao sebastiao,BR,2021-11-29 22:02:02,-23.76,-45.4097,73.99,90,97,4.41,overcast clouds,0.0,0
242,iqaluit,CA,2021-11-29 21:58:03,63.7506,-68.5145,13.73,78,90,17.0,light snow,0.0,0
243,itaituba,BR,2021-11-29 22:02:04,-4.2761,-55.9836,82.26,70,60,1.52,broken clouds,0.0,0
244,kruisfontein,ZA,2021-11-29 21:57:39,-34.0033,24.7314,58.89,86,1,5.73,clear sky,0.0,0
245,monte aprazivel,BR,2021-11-29 22:02:05,-20.7725,-49.7142,75.74,84,100,7.7,moderate rain,0.0,0
246,aranos,NA,2021-11-29 22:02:05,-24.1333,19.1167,70.38,10,0,11.16,clear sky,0.0,0
247,nanortalik,GL,2021-11-29 22:02:06,60.1432,-45.2371,33.58,99,100,17.29,moderate rain,0.0,0
248,sao domingos,BR,2021-11-29 22:02:07,-13.3983,-46.3183,72.84,90,100,3.65,overcast clouds,0.0,0
249,khash,IR,2021-11-29 22:02:08,28.2211,61.2158,53.2,45,84,1.34,broken clouds,0.0,0
250,tilichiki,RU,2021-11-29 22:02:08,60.4667,166.1,28.47,95,100,28.61,snow,0.0,0
251,hithadhoo,MV,2021-11-29 22:02:09,-0.6,73.0833,81.14,79,68,13.82,broken clouds,0.0,0
252,dingle,PH,2021-11-29 22:02:09,10.9995,122.6711,74.43,92,48,5.41,scattered clouds,0.0,0
253,arys,KZ,2021-11-29 22:02:10,42.4252,68.795,37.62,26,100,3.51,overcast clouds,0.0,0
254,morehead,US,2021-11-29 22:02:11,37.2711,-87.1764,47.3,35,1,1.01,clear sky,0.0,0
255,coihaique,CL,2021-11-29 22:02:11,-45.5752,-72.0662,57.81,48,60,9.4,broken clouds,0.0,0
256,oranjemund,NA,2021-11-29 22:02:12,-28.55,16.4333,62.06,93,4,5.79,clear sky,0.0,0
257,vestmannaeyjar,IS,2021-11-29 22:02:13,63.4427,-20.2734,35.87,91,100,34.02,overcast clouds,0.0,0
258,uvira,CD,2021-11-29 22:02:13,-3.4067,29.1458,73.04,80,100,4.21,light rain,0.0,0
259,moa,CU,2021-11-29 22:02:14,20.6569,-74.9403,77.58,77,68,7.07,broken clouds,0.0,0
260,mustasaari,FI,2021-11-29 22:02:15,63.1142,21.6822,14.9,85,0,5.75,clear sky,0.0,0
261,anadyr,RU,2021-11-29 22:02:15,64.75,177.4833,-5.3,84,40,0.0,light snow,0.0,0
262,hambantota,LK,2021-11-29 22:02:16,6.1241,81.1185,77.0,87,85,4.76,overcast clouds,0.0,0
263,kurchum,KZ,2021-11-29 22:02:17,48.5722,83.6542,8.28,83,8,2.77,clear sky,0.0,0
264,meulaboh,ID,2021-11-29 22:02:17,4.1363,96.1285,73.94,93,100,1.97,overcast clouds,0.0,0
265,jumla,NP,2021-11-29 22:02:18,29.2747,82.1838,40.78,19,37,5.5,scattered clouds,0.0,0
266,kalmunai,LK,2021-11-29 22:01:00,7.4167,81.8167,75.81,88,9,0.4,clear sky,0.0,0
267,kijang,KR,2021-11-29 22:02:19,35.2442,129.2139,56.52,76,83,11.68,moderate rain,0.0,0
268,naze,JP,2021-11-29 22:01:08,28.3667,129.4833,68.92,74,88,13.09,overcast clouds,0.0,0
269,konstantinovka,RU,2021-11-29 22:02:20,49.6167,127.9833,9.3,93,100,5.01,overcast clouds,0.0,0
270,ribeira grande,PT,2021-11-29 22:02:21,38.5167,-28.7,62.33,58,26,5.14,scattered clouds,0.0,0
271,wamba,NG,2021-11-29 22:02:22,8.9333,8.6,75.92,27,30,4.94,scattered clouds,0.0,0
272,sao joao da barra,BR,2021-11-29 22:00:24,-21.6403,-41.0511,75.38,91,2,13.42,clear sky,0.0,0
273,yulara,AU,2021-11-29 22:02:23,-25.2406,130.9889,76.66,24,0,3.47,clear sky,0.0,0
274,mokhsogollokh,RU,2021-11-29 22:02:23,61.4681,128.9203,-11.22,99,98,2.93,overcast clouds,0.0,0
275,harrison,US,2021-11-29 22:02:24,30.4091,-89.0436,64.47,37,1,8.05,clear sky,0.0,0
276,jaruco,CU,2021-11-29 22:02:24,23.0431,-82.0108,72.32,69,37,11.61,light rain,0.0,0
277,muhos,FI,2021-11-29 22:02:25,64.808,25.9931,4.78,82,100,7.34,overcast clouds,0.0,0
278,lorengau,PG,2021-11-29 22:02:25,-2.0226,147.2712,83.46,76,100,8.39,overcast clouds,0.0,0
279,owando,CG,2021-11-29 22:02:26,-0.4819,15.8999,71.2,96,92,1.36,overcast clouds,0.0,0
280,gusinoye ozero,RU,2021-11-29 22:02:26,51.1144,106.2614,9.77,88,85,4.0,overcast clouds,0.0,0
281,luderitz,NA,2021-11-29 22:02:27,-26.6481,15.1594,61.0,88,0,11.92,clear sky,0.0,0
282,haimen,CN,2021-11-29 22:02:28,23.1935,116.6142,63.66,74,2,9.26,clear sky,0.0,0
283,carutapera,BR,2021-11-29 22:02:28,-1.195,-46.02,77.47,92,100,5.82,overcast clouds,0.0,0
284,cayenne,GF,2021-11-29 22:00:04,4.9333,-52.3333,82.09,82,0,1.99,clear sky,0.0,0
285,mugango,TZ,2021-11-29 22:02:29,-1.6833,33.7,69.89,79,100,5.46,overcast clouds,0.0,0
286,dwarka,IN,2021-11-29 22:02:30,22.2394,68.9678,76.46,48,78,10.76,broken clouds,0.0,0
287,itoman,JP,2021-11-29 22:02:30,26.1247,127.6694,71.62,78,75,10.36,broken clouds,0.0,0
288,berbera,SO,2021-11-29 22:02:31,10.4396,45.0143,79.77,56,8,5.46,clear sky,0.0,0
289,claremore,US,2021-11-29 21:59:15,36.3126,-95.6161,72.34,47,1,4.0,clear sky,0.0,0
290,touros,BR,2021-11-29 22:02:32,-5.1989,-35.4608,80.17,76,14,12.33,few clouds,0.0,0
291,prince albert,CA,2021-11-29 22:00:25,53.2001,-105.7677,32.52,88,15,8.95,few clouds,0.0,0
292,tombouctou,ML,2021-11-29 22:02:33,20.0,-3.0,69.71,26,0,13.78,clear sky,0.0,0
293,ileza,RU,2021-11-29 22:02:34,61.0533,43.9002,13.59,93,100,10.65,overcast clouds,0.0,0
294,mangan,IN,2021-11-29 22:02:35,27.5167,88.5333,57.02,46,39,5.3,scattered clouds,0.0,0
295,road town,VG,2021-11-29 22:02:36,18.4167,-64.6167,80.01,74,11,12.53,few clouds,0.0,0
296,torbay,CA,2021-11-29 22:02:37,47.6666,-52.7314,44.58,88,84,8.9,broken clouds,0.0,0
297,columbus,US,2021-11-29 21:57:57,39.9612,-82.9988,40.86,49,75,6.91,broken clouds,0.0,0
298,smithers,CA,2021-11-29 22:02:38,54.7804,-127.1743,26.92,93,90,4.61,light snow,0.0,0
299,tiksi,RU,2021-11-29 22:02:38,71.6872,128.8694,-22.58,100,95,5.97,overcast clouds,0.0,0
300,oxelosund,SE,2021-11-29 22:02:39,58.6706,17.1015,20.52,96,0,6.91,clear sky,0.0,0
301,khorixas,NA,2021-11-29 22:02:39,-20.3667,14.9667,69.28,21,14,5.86,few clouds,0.0,0
302,rio grande,BR,2021-11-29 21:59:40,-32.035,-52.0986,77.11,79,96,25.41,light rain,0.0,0
303,mangochi,MW,2021-11-29 22:02:41,-14.4782,35.2645,79.23,49,61,3.85,broken clouds,0.0,0
304,lander,US,2021-11-29 22:02:41,42.833,-108.7307,61.2,27,1,3.44,clear sky,0.0,0
305,taubate,BR,2021-11-29 22:02:42,-23.0264,-45.5553,77.41,63,99,0.67,overcast clouds,0.0,0
306,korla,CN,2021-11-29 22:00:29,41.7597,86.1469,22.17,75,8,5.88,clear sky,0.0,0
307,berdigestyakh,RU,2021-11-29 22:02:08,62.0989,126.6992,-17.0,100,97,2.19,overcast clouds,0.0,0
308,luanda,AO,2021-11-29 22:02:44,-8.8368,13.2343,78.3,83,100,7.23,overcast clouds,0.0,0
309,palmer,US,2021-11-29 22:02:45,42.1584,-72.3287,36.21,60,20,1.01,few clouds,0.0,0
310,kondoa,TZ,2021-11-29 22:02:45,-4.9,35.7833,64.53,85,98,3.13,light rain,0.0,0
311,eydhafushi,MV,2021-11-29 22:02:46,5.1033,73.0708,79.43,82,100,11.36,overcast clouds,0.0,0
312,college,US,2021-11-29 22:00:09,64.8569,-147.8028,-7.78,72,94,2.42,overcast clouds,0.0,0
313,strezhevoy,RU,2021-11-29 22:02:47,60.7333,77.5889,24.78,93,100,11.23,overcast clouds,0.0,0
314,kamen-na-obi,RU,2021-11-29 22:02:47,53.7884,81.3423,10.71,88,100,5.86,overcast clouds,0.0,0
315,buwenge,UG,2021-11-29 22:02:48,0.6422,33.1744,65.03,97,99,2.13,light rain,0.0,0
316,port hedland,AU,2021-11-29 22:02:49,-20.3167,118.5667,71.65,94,1,6.91,clear sky,0.0,0
317,aras,ES,2021-11-29 22:02:50,42.5617,-2.356,45.72,93,40,8.05,scattered clouds,0.0,0
318,formosa do rio preto,BR,2021-11-29 22:02:50,-11.0483,-45.1931,70.47,98,100,1.39,light rain,0.0,0
319,cabadiangan,PH,2021-11-29 22:02:51,9.7531,122.4739,76.32,89,63,4.85,broken clouds,0.0,0
320,novikovo,RU,2021-11-29 22:02:51,51.1537,37.8879,53.87,82,100,25.23,overcast clouds,0.0,0
321,astana,KZ,2021-11-29 22:02:52,51.1801,71.446,12.15,73,0,6.71,clear sky,0.0,0
322,faya,SA,2021-11-29 22:02:53,18.3851,42.4509,52.32,49,0,5.95,clear sky,0.0,0
323,ahuimanu,US,2021-11-29 22:02:53,21.4447,-157.8378,77.86,79,90,20.71,moderate rain,0.0,0
324,danville,US,2021-11-29 22:02:54,36.586,-79.395,44.33,39,1,5.75,clear sky,0.0,0
325,tuatapere,NZ,2021-11-29 22:02:55,-46.1333,167.6833,56.82,63,100,4.61,overcast clouds,0.0,0
326,klaksvik,FO,2021-11-29 22:02:56,62.2266,-6.589,36.52,58,100,18.45,overcast clouds,0.0,0
327,walvis bay,NA,2021-11-29 22:02:56,-22.9575,14.5053,60.1,82,0,10.85,clear sky,0.0,0
328,bud,US,2021-11-29 22:02:57,39.447,-86.1758,44.62,38,83,9.15,broken clouds,0.0,0
329,mildura,AU,2021-11-29 21:58:48,-34.2,142.15,79.07,44,40,4.61,scattered clouds,0.0,0
330,ketchikan,US,2021-11-29 22:02:58,55.3422,-131.6461,34.27,93,90,0.0,light snow,0.0,0
331,lujan,AR,2021-11-29 22:00:03,-34.5703,-59.105,77.02,49,9,4.0,clear sky,0.0,0
332,isiro,CD,2021-11-29 22:02:59,2.7739,27.616,66.07,100,100,0.49,moderate rain,0.0,0
333,luba,GQ,2021-11-29 22:02:59,3.4568,8.5547,80.13,84,85,7.47,overcast clouds,0.0,0
334,ondangwa,NA,2021-11-29 22:03:00,-17.9167,15.95,76.14,47,34,12.82,scattered clouds,0.0,0
335,tete,MZ,2021-11-29 22:00:33,-16.1564,33.5867,77.09,41,0,0.0,clear sky,0.0,0
336,ugoofaaru,MV,2021-11-29 22:03:01,5.6667,73.0,78.06,87,100,11.7,overcast clouds,0.0,0
337,arzgir,RU,2021-11-29 22:03:01,45.3728,44.2206,47.59,90,68,14.07,broken clouds,0.0,0
338,kawalu,ID,2021-11-29 22:03:02,-7.3817,108.2082,71.69,94,93,0.89,overcast clouds,0.0,0
339,leh,IN,2021-11-29 22:03:02,34.1667,77.5833,16.47,58,99,2.19,overcast clouds,0.0,0
340,maues,BR,2021-11-29 22:03:03,-3.3836,-57.7186,80.94,78,100,2.84,overcast clouds,0.0,0
341,buala,SB,2021-11-29 22:03:03,-8.145,159.5921,83.7,75,98,6.29,light rain,0.0,0
342,buchanan,LR,2021-11-29 22:03:04,5.8808,-10.0467,79.54,82,99,6.44,overcast clouds,0.0,0
343,iquitos,PE,2021-11-29 22:03:05,-3.7481,-73.2472,74.5,99,100,1.95,overcast clouds,0.0,0
344,valley station,US,2021-11-29 22:03:05,38.1112,-85.8702,47.05,32,75,1.01,broken clouds,0.0,0
345,derazhnya,UA,2021-11-29 22:03:06,49.2692,27.4338,33.46,75,72,18.92,broken clouds,0.0,0
346,kobryn,BY,2021-11-29 22:03:07,52.2138,24.3564,32.22,92,100,18.86,light snow,0.0,0
347,lahij,YE,2021-11-29 22:03:08,13.1667,44.5833,72.07,69,0,2.28,clear sky,0.0,0
348,rosetta,EG,2021-11-29 22:03:08,31.4044,30.4164,71.6,50,100,4.97,overcast clouds,0.0,0
349,vila franca do campo,PT,2021-11-29 22:03:09,37.7167,-25.4333,60.19,75,62,5.32,broken clouds,0.0,0
350,namanga,KE,2021-11-29 22:03:10,-2.5433,36.7905,66.87,84,100,7.09,overcast clouds,0.0,0
351,vila velha,BR,2021-11-29 22:00:24,-20.3297,-40.2925,78.94,88,63,8.01,broken clouds,0.0,0
352,la serena,CL,2021-11-29 22:01:07,-29.9078,-71.2542,63.34,73,49,4.9,scattered clouds,0.0,0
353,chiang mai,TH,2021-11-29 22:03:12,18.75,99.0,67.33,94,20,2.3,few clouds,0.0,0
354,guiratinga,BR,2021-11-29 22:03:13,-16.3494,-53.7583,75.99,87,92,2.13,overcast clouds,0.0,0
355,gandai,IN,2021-11-29 22:03:13,21.6667,81.1,59.63,50,81,4.14,broken clouds,0.0,0
356,tiznit,MA,2021-11-29 22:03:14,29.5833,-9.5,56.61,43,0,0.98,clear sky,0.0,0
357,haapiti,PF,2021-11-29 22:03:14,-17.5667,-149.8667,83.71,78,94,18.32,light rain,0.0,0
358,manteca,US,2021-11-29 22:03:15,37.7974,-121.216,72.7,63,1,3.44,clear sky,0.0,0
359,kuldur,RU,2021-11-29 22:03:16,49.2167,131.6333,0.28,91,86,3.0,overcast clouds,0.0,0
360,viedma,AR,2021-11-29 22:03:17,-40.8135,-62.9967,68.63,35,0,12.73,clear sky,0.0,0
361,santa isabel,BR,2021-11-29 21:59:44,-23.3156,-46.2214,87.51,73,100,5.08,overcast clouds,0.0,0
362,geraldton,AU,2021-11-29 22:03:18,-28.7667,114.6,64.81,68,90,13.8,overcast clouds,0.0,0
363,padang,ID,2021-11-29 22:03:19,-0.9492,100.3543,75.56,87,64,3.11,broken clouds,0.0,0
364,yar-sale,RU,2021-11-29 22:03:19,66.8333,70.8333,-0.31,97,96,8.05,overcast clouds,0.0,0
365,neftegorsk,RU,2021-11-29 22:03:20,52.802,51.166,32.88,80,100,18.99,overcast clouds,0.0,0
366,bambanglipuro,ID,2021-11-29 22:03:20,-7.95,110.2833,74.75,86,86,2.33,overcast clouds,0.0,0
367,vostok,RU,2021-11-29 22:03:22,46.4856,135.8833,11.64,92,100,1.97,overcast clouds,0.0,0
368,aksarka,RU,2021-11-29 22:03:22,66.5606,67.7975,-2.18,98,97,5.84,overcast clouds,0.0,0
369,kautokeino,NO,2021-11-29 22:03:23,69.0125,23.0412,-10.37,100,100,2.77,overcast clouds,0.0,0
370,papara,BR,2021-11-29 22:03:23,-3.9839,-38.7273,82.72,79,13,4.0,few clouds,0.0,0
371,magalia,US,2021-11-29 22:03:24,39.8121,-121.5783,67.12,52,1,3.31,clear sky,0.0,0
372,sharjah,AE,2021-11-29 22:03:24,25.3573,55.4033,76.24,64,20,4.61,few clouds,0.0,0
373,soyo,AO,2021-11-29 22:03:25,-6.1349,12.3689,79.43,88,100,8.88,light rain,0.0,0
374,mount isa,AU,2021-11-29 22:00:07,-20.7333,139.5,82.17,24,16,4.61,few clouds,0.0,0
375,gao,ML,2021-11-29 22:03:27,16.6362,1.637,78.39,13,100,10.92,overcast clouds,0.0,0
376,sumbe,AO,2021-11-29 22:03:27,-11.2061,13.8437,77.79,86,99,7.56,overcast clouds,0.0,0
377,vardo,NO,2021-11-29 22:03:28,70.3705,31.1107,22.98,74,75,16.11,broken clouds,0.0,0
378,waingapu,ID,2021-11-29 22:03:29,-9.6567,120.2641,79.38,82,100,6.08,overcast clouds,0.0,0
379,moerai,PF,2021-11-29 22:03:30,-22.4333,-151.3333,77.04,82,100,8.43,moderate rain,0.0,0
380,galesong,ID,2021-11-29 22:03:30,-5.3166,119.3661,75.22,79,100,3.78,overcast clouds,0.0,0
381,husavik,IS,2021-11-29 22:03:31,66.0449,-17.3389,24.12,86,100,10.78,light snow,0.0,0
382,cascais,PT,2021-11-29 22:03:31,38.6979,-9.4215,57.51,68,77,15.01,broken clouds,0.0,0
383,deder,ET,2021-11-29 22:03:32,9.3167,41.45,52.57,40,21,5.17,few clouds,0.0,0
384,bahia honda,CU,2021-11-29 22:03:32,22.9036,-83.1592,73.76,70,75,11.41,broken clouds,0.0,0
385,litovko,RU,2021-11-29 22:03:33,49.2361,135.1742,4.98,95,100,3.04,overcast clouds,0.0,0
386,orsha,BY,2021-11-29 22:03:34,54.5153,30.4053,39.6,99,100,3.87,light rain,0.0,0
387,coquimbo,CL,2021-11-29 22:03:34,-29.9533,-71.3436,62.33,77,40,11.5,scattered clouds,0.0,0
388,rocky mountain house,CA,2021-11-29 22:03:32,52.3668,-114.9188,39.83,46,0,4.07,clear sky,0.0,0
389,balkhash,KZ,2021-11-29 22:03:36,46.844,74.9804,23.72,66,2,8.66,clear sky,0.0,0
390,agrestina,BR,2021-11-29 22:03:18,-8.4581,-35.9447,75.25,77,61,11.07,broken clouds,0.0,0
391,yenagoa,NG,2021-11-29 22:03:37,4.9247,6.2642,76.33,93,77,4.54,broken clouds,0.0,0
392,riyadh,SA,2021-11-29 22:03:39,24.6877,46.7219,59.14,29,0,6.4,clear sky,0.0,0
393,kuala terengganu,MY,2021-11-29 22:03:39,5.3302,103.1408,76.91,89,100,4.03,overcast clouds,0.0,0
394,baoning,CN,2021-11-29 22:03:40,25.3378,110.026,53.44,86,80,6.4,broken clouds,0.0,0
395,alcacer do sal,PT,2021-11-29 22:03:41,38.3733,-8.5144,56.88,91,17,2.95,few clouds,0.0,0
396,buraydah,SA,2021-11-29 22:03:42,26.326,43.975,59.94,25,0,3.91,clear sky,0.0,0
397,caravelas,BR,2021-11-29 22:03:42,-17.7125,-39.2481,78.78,81,2,15.08,clear sky,0.0,0
398,puerto leguizamo,CO,2021-11-29 22:03:43,-0.1934,-74.7819,76.84,95,100,1.45,overcast clouds,0.0,0
399,pascagoula,US,2021-11-29 22:03:43,30.3658,-88.5561,62.64,41,1,9.22,clear sky,0.0,0
400,chadiza,ZM,2021-11-29 22:03:44,-14.0678,32.4392,70.27,35,14,3.74,few clouds,0.0,0
401,tapiramuta,BR,2021-11-29 22:03:45,-11.8472,-40.7914,69.76,75,94,2.66,overcast clouds,0.0,0
402,borzna,UA,2021-11-29 22:03:45,51.2546,32.4269,43.27,84,100,22.19,overcast clouds,0.0,0
403,salalah,OM,2021-11-29 22:03:46,17.0151,54.0924,78.89,27,0,13.8,clear sky,0.0,0
404,praia,CV,2021-11-29 22:03:46,14.9215,-23.5087,73.94,73,40,23.02,scattered clouds,0.0,0
405,xichang,CN,2021-11-29 22:03:47,27.8964,102.2634,45.1,85,100,3.47,overcast clouds,0.0,0
406,kidodi,TZ,2021-11-29 22:03:48,-7.6036,37.0044,72.48,93,70,2.15,light rain,0.0,0
407,diplo,PK,2021-11-29 22:03:48,24.4667,69.584,71.89,39,76,7.63,broken clouds,0.0,0
408,san vicente,AR,2021-11-29 22:03:00,-26.6167,-54.1333,68.81,48,0,4.21,clear sky,0.0,0
409,potsdam,DE,2021-11-29 22:03:49,52.3989,13.0657,39.29,95,94,1.99,overcast clouds,0.0,0
410,varhaug,NO,2021-11-29 22:03:50,58.6147,5.6457,38.89,96,100,21.45,light rain,0.0,0
411,troy,US,2021-11-29 22:01:34,42.6056,-83.1499,37.35,70,75,1.01,broken clouds,0.0,0
412,emerald,AU,2021-11-29 22:03:51,-23.5333,148.1667,77.99,81,75,4.61,moderate rain,0.0,0
413,beboto,TD,2021-11-29 22:03:51,8.2668,16.939,77.83,27,42,3.09,scattered clouds,0.0,0
414,maridi,SS,2021-11-29 22:03:52,4.9158,29.4742,68.83,89,88,3.87,light rain,0.0,0
415,grand gaube,MU,2021-11-29 22:03:52,-20.0064,57.6608,74.37,72,0,4.0,clear sky,0.0,0
416,bubaque,GW,2021-11-29 22:03:53,11.2833,-15.8333,82.98,62,81,12.48,broken clouds,0.0,0
417,sioux lookout,CA,2021-11-29 22:03:53,50.1001,-91.917,24.76,98,100,3.15,overcast clouds,0.0,0
418,srandakan,ID,2021-11-29 22:03:54,-7.9386,110.2506,74.86,85,84,2.71,broken clouds,0.0,0
419,fare,PF,2021-11-29 22:01:56,-16.7,-151.0167,80.8,77,100,14.45,light rain,0.0,0
420,chara,RU,2021-11-29 22:03:55,56.9064,118.2631,-8.7,80,100,1.48,overcast clouds,0.0,0
421,saint-francois,FR,2021-11-29 22:03:55,46.4154,3.9054,35.04,87,90,3.44,overcast clouds,0.0,0
422,buguda,IN,2021-11-29 22:03:56,19.8167,84.8,63.03,63,45,3.83,scattered clouds,0.0,0
423,porto novo,BJ,2021-11-29 22:00:40,6.4965,2.6036,80.15,80,95,6.62,overcast clouds,0.0,0
424,kralendijk,BQ,2021-11-29 22:03:57,12.15,-68.2667,82.38,78,40,16.11,scattered clouds,0.0,0
425,sal rei,CV,2021-11-29 22:03:57,16.1833,-22.9167,72.16,68,89,23.33,overcast clouds,0.0,0
426,kaputa,ZM,2021-11-29 22:03:58,-8.4689,29.6619,71.51,74,15,1.68,few clouds,0.0,0
427,tautira,PF,2021-11-29 22:01:55,-17.7333,-149.15,84.22,79,98,18.01,light rain,0.0,0
428,baker city,US,2021-11-29 21:59:11,44.7749,-117.8344,48.83,86,87,2.24,overcast clouds,0.0,0
429,horsham,GB,2021-11-29 22:04:00,51.064,-0.3272,42.94,74,75,9.22,broken clouds,0.0,0
430,palmira,CO,2021-11-29 22:01:45,3.5394,-76.3036,69.37,94,100,2.68,overcast clouds,0.0,0
431,bonavista,CA,2021-11-29 22:04:01,48.6499,-53.1147,40.12,87,87,9.06,overcast clouds,0.0,0
432,raga,SS,2021-11-29 22:04:01,8.4596,25.678,80.76,37,56,0.67,broken clouds,0.0,0
433,ostrovnoy,RU,2021-11-29 22:04:02,68.0531,39.5131,6.58,77,79,5.3,broken clouds,0.0,0
434,acapulco,MX,2021-11-29 22:03:55,16.8634,-99.8901,85.82,66,1,9.22,clear sky,0.0,0
435,kulhudhuffushi,MV,2021-11-29 22:04:03,6.6221,73.07,78.53,87,100,15.7,overcast clouds,0.0,0
436,tezu,IN,2021-11-29 22:04:03,27.9167,96.1667,61.2,49,79,3.89,broken clouds,0.0,0
437,boende,CD,2021-11-29 22:04:04,-0.2167,20.8667,69.51,98,99,1.25,overcast clouds,0.0,0
438,wawa,NG,2021-11-29 22:04:04,9.9022,4.4192,80.19,26,69,2.66,broken clouds,0.0,0
439,batagay-alyta,RU,2021-11-29 22:04:05,67.8006,130.4114,-22.07,97,98,3.89,overcast clouds,0.0,0
440,wajid,SO,2021-11-29 22:04:05,3.8093,43.2471,76.39,52,95,12.41,overcast clouds,0.0,0
441,fethiye,TR,2021-11-29 22:04:06,36.6217,29.1164,69.67,82,100,10.71,overcast clouds,0.0,0
442,kalabo,ZM,2021-11-29 22:04:07,-14.97,22.6814,71.69,76,100,5.37,overcast clouds,0.0,0
443,esna,EG,2021-11-29 22:04:08,25.2934,32.554,74.64,28,4,1.41,clear sky,0.0,0
444,nago,JP,2021-11-29 22:04:08,26.5881,127.9761,71.67,79,49,13.94,scattered clouds,0.0,0
445,ossora,RU,2021-11-29 22:04:09,59.2353,163.0719,13.77,84,100,4.9,overcast clouds,0.0,0
446,trelew,AR,2021-11-29 22:04:10,-43.249,-65.3051,65.17,43,1,15.52,clear sky,0.0,0
447,morondava,MG,2021-11-29 22:04:10,-20.2833,44.2833,74.73,80,0,4.56,clear sky,0.0,0
448,ishigaki,JP,2021-11-29 22:04:11,24.3448,124.1572,74.73,76,98,15.64,overcast clouds,0.0,0
449,revelstoke,CA,2021-11-29 22:03:41,50.9832,-118.2023,45.95,96,100,2.73,overcast clouds,0.0,0
450,los llanos de aridane,ES,2021-11-29 22:04:12,28.6585,-17.9182,62.35,84,75,17.27,broken clouds,0.0,0
451,lasa,IT,2021-11-29 22:04:12,46.6166,10.7002,30.11,94,52,7.29,broken clouds,0.0,0
452,aketi,CD,2021-11-29 22:04:13,2.7388,23.7833,70.54,99,100,1.83,light rain,0.0,0
453,dalbandin,PK,2021-11-29 22:00:46,28.8947,64.4101,58.14,27,11,1.36,few clouds,0.0,0
